"","id","full_name","name","intelligence","strength","speed","durability","power","combat","alignment","place_birth","race","gender","eye_color","hair_color","height_cm","weight_lb","affiliations","relatives","occupation","publisher","image_url","height_in","hair_group"
"372","372","Jubilation Lee","Jubilee",56,8,22,20,66,90,"good","Beverly Hills, California","Mutant","Female","Red","Black",165,115,"Currently Generation X, formerly X-Men","Dr. and Mrs. Lee (parents, deceased)","Student, Adventurer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/87.jpg",64.960665,"Dark"
"373","373","Joseph Dredd","Judge Dredd",75,18,38,50,52,95,"good","Mega City One","Human","Male",NA,NA,188,NA,NA,"Rico Dredd (brother), Judge Kraken (clone), Vienna (niece),","Mega-City Judge","Rebellion","https://www.superherodb.com/pictures2/portraits/10/100/1163.jpg",74.015788,NA
"374","374","Cain Marko","Juggernaut",44,100,42,100,85,70,"neutral","Berkeley, California","Human","Male","Blue","Red",287,1900,"Formerly Worthy, Thunderbolts, X-Men, Excalibur, Black Tom Cassidy (partner), Exemplars, Brotherhood of Evil Mutants, New World Order, Exiles, U.S. Army","Kurt Marko (father, deceased), Marjorie Marko (mother, deceased), Sharon Xavier (step-mother, deceased), Charles Xavier (Professor X, step-brother)","Adventurer formerly Professional criminal, mercenary, soldier","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/826.jpg",112.992187,"Red"
"375","375","","Junkpile",50,38,17,90,81,30,"bad",NA,"Mutant","Male",NA,NA,0,NA,"Former member of X-Men, former member of S.H.I.E.L.D.",NA,"Mercenary; Former member of S.H.I.E.L.D.","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10002.jpg",0,NA
"376","376","Vance Astrovik","Justice",50,10,33,70,55,30,"good",NA,"Human","Male","Hazel","Brown",178,180,"New Warriors; formerly Avengers Academy, Initiative, partner of Firestar, Avengers, Triune Understanding, Unlimited Class Wrestling Federation, Taskmaster's Circus, Secret Avengers (Civil War)","Jerzy Astroyevicht (aka Jerry Astrovik; paternal grandfather); Katerina Astroyevicht (aka Katerina Astrovik; paternal grandmother); Arnold Astrovik (father, deceased); Norma Astrovik (mother);","Adventurer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/88.jpg",70.078778,"Dark"
"377","377","Jyn Erso","Jyn Erso",NA,NA,NA,NA,NA,NA,"good",NA,"Human","Female","Green","Brown",0,NA,NA,NA,NA,"George Lucas","https://www.superherodb.com/pictures2/portraits/10/100/10562.jpg",0,"Dark"
"378","378","","K-2SO",NA,NA,NA,NA,NA,NA,"good","Galactic Empire","Android","Male","White","No Hair",213,NA,NA,NA,NA,"George Lucas","https://www.superherodb.com/pictures2/portraits/10/100/10643.jpg",83.858313,"None"
"379","379","Nathaniel Richards","Kang",100,48,58,70,100,70,"bad","Other Earth, 31st century",NA,"Male","Brown","Brown",191,230,"Formerly the Council of Kangs, Cross-Time Kangs","Cassandra Richards, their unnamed son, and matriarch of the Eyriennes; Tara Richards, Reed Richards ( Mister Fantastic ), Franklin Richards, Valeria Richards (all ancestors); various Eyriennes (common ancestry); Victor Von Doom (Doctor Doom, alleged ancestor); Ramades (son), Marcus Kang I-XXIII (sons, deceased); Immortus, Iron Lad, and numerous other alternate dimensional counterparts and their offspring",NA,"Iron Lad","https://www.superherodb.com/pictures2/portraits/10/100/1053.jpg",75.196891,"Dark"
"380","380","Kathryn Janeway","Kathryn Janeway",75,8,21,25,21,50,"good","Bloomington, Indiana, Earth","Human","Female",NA,NA,0,NA,NA,"Edward Janeway (father), Gretchen Janeway (mother)","Fleet Commander","Star Trek","https://www.superherodb.com/pictures2/portraits/10/100/10581.jpg",0,NA
"381","381","Katniss Everdeen","Katniss Everdeen",56,8,21,25,24,55,"good",NA,"Human","Female",NA,NA,0,NA,NA,NA,NA,"","https://www.superherodb.com/pictures2/portraits/10/100/10484.jpg",0,NA
"382","382","Kevin Ethan Levin","Kevin 11",25,7,12,14,100,40,"good",NA,"Human","Male",NA,"Black",0,NA,NA,"Mrs. Levin (mother), Devlin Levin (alternate future son), Ben Tennyson (Ben 10, best friend), Harvey Hackett (Stepfather), Gwen Tennyson(girlfriend)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1408.jpg",0,"Dark"
"383","383","Dave Lizewski","Kick-Ass",38,10,23,35,22,56,"good","New York City","Human","Male","Blue","Blond",0,NA,NA,"Mother (unnamed, deceased), Father (unnamed)","Student","Icon Comics","https://www.superherodb.com/pictures2/portraits/10/100/1158.jpg",0,"Fair"
"384","384","Wallace Rudolph West","Kid Flash",25,4,92,42,20,30,"good","Blue Valley, Nebraska","Human","Male","Green","Red",0,NA,"Flash Family, Teen Titans, New Teen Titans","Rudolph and Mary West (parents), Ira West (grandfather), Iris Allen (aunt), Barry Allen (uncle), Linda Park West (wife), Jai and Iris West (twin children)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/722.jpg",0,"Red"
"385","385","Bartholomew Allen II","Kid Flash II",NA,47,NA,NA,NA,NA,"good",NA,NA,"Male",NA,NA,0,NA,NA,NA,NA,"Flash IV","https://www.superherodb.com/pictures2/portraits/10/100/894.jpg",0,NA
"386","386","Waylon Jones","Killer Croc",19,53,35,90,53,60,"bad",NA,"Metahuman","Male","Red","No Hair",244,790,"Secret Society of Super-Villains",NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/723.jpg",96.063044,"None"
"387","387","Caitlin Snow","Killer Frost",88,10,13,35,59,30,"bad",NA,"Human","Female","Blue","Blond",0,NA,NA,NA,"Scientist","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/10508.jpg",0,"Fair"
"388","388","","Kilowog",81,90,53,42,100,80,"good","Bolovax Vik","Bolovaxian","Male","Red","No Hair",234,720,"Green Lantern Corps; formerly New Guardians, Justice League International",NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1428.jpg",92.126034,"None"
"389","389","King Kong","King Kong",56,100,71,75,47,75,"good","Skull Island","Animal","Male","Yellow","Black",3050,20000000,NA,NA,NA,"","https://www.superherodb.com/pictures2/portraits/10/100/10591.jpg",1200.78805,"Dark"
"390","390","Nanaue","King Shark",50,88,50,90,86,40,"bad",NA,"Animal","Male","Black","No Hair",0,NA,NA,NA,"Professional Criminal","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/10512.jpg",0,"None"
"391","391","Wilson Grant Fisk","Kingpin",75,18,25,40,13,70,"bad","New York City area","Human","Male","Blue","No Hair",201,450,"Leader of The Hand, leader of a coalition of East Coast non-Maggia criminal organizations; former director of Las Vegas HYDRA faction.","Anatoly Fyskov (ancestor); Vanessa Fisk (wife, deceased); Rose (Richard Fisk) (son, deceased);","Criminal organizer and mastermind, president and owner of legitimate businesses","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/623.jpg",79.133901,"None"
"392","392","Ulysses Klaw","Klaw",63,38,33,100,62,60,"bad","Vlaardingen, Netherlands","Human","Male","Red","No Hair",188,216,"Former member of the Masters of Evil, Fearsome Foursome, and Frightful Four; Former ally of Solarr, Molecule Man, and Doctor Doom",NA,"Criminal, former Scientist","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1539.jpg",74.015788,"None"
"393","393","","Kool-Aid Man",25,18,8,10,9,14,"good",NA,NA,"Male","Black","No Hair",0,NA,NA,NA,NA,NA,"https://www.superherodb.com/pictures2/portraits/10/100/1343.jpg",0,"None"
"394","394","Alyosha Kravinoff","Kraven II",50,34,23,28,43,85,"bad",NA,"Human","Male","Brown","Black",191,220,"Formerly the Sinister Six","Sergei Kravinoff (Kraven the Hunter, father, deceased), unidentified mother, Vladimir Kravinoff (Grim Hunter, half-brother, deceased), Nedrocci Tannengarden (half-brother, deceased), Dmitri Smerdyakov",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1034.jpg",75.196891,"Dark"
"395","395","Sergei Kravinoff","Kraven the Hunter",63,32,35,42,25,85,"bad","Volgograd (formerly Stalingrad), Russia","Human","Male","Brown","Black",183,235,"(formerly) The Sinister Six","Nikolai & Anna Makarova Kravinoff (parents, deceased), Dmitri Smerdyakov (Chameleon, half-brother), Vladimir Kravinoff (Grim Hunter, son, deceased), Aloysha ""Al"" Kravinoff (Kraven II, son), Ned Tannengarden (son, deceased)","Professional game hunter, mercenary","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1033.jpg",72.047283,"Dark"
"396","396","Krypto the Superdog","Krypto",9,80,100,90,82,40,"good",NA,"Kryptonian","Male","Blue","White",64,40,"Superman",NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/725.jpg",25.196864,"Fair"
"397","397","Kyle Rayner","Kyle Rayner",69,90,50,60,100,60,"good","North Hollywood, Los Angeles, California","Human","Male","Green","Black",180,175,"Green Lantern Corps, New Guardians, formerly Challengers From Beyond, Sinestro Corps, Justice League of America, Blue Lantern Corps, Titans","Aaron Rayner (father), Maura Rayner (mother, deceased), Zachary Rayner (uncle, deceased), Roderick ""Snowy"" Rayner (grandfather, deceased), unnamed maternal great-grandfather (deceased), Kathleen (aunt), Cary Wren (descendant)","Green Lantern, Adventurer, Artist","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1409.jpg",70.86618,"Dark"
"398","398","Ben Solo","Kylo Ren",56,44,33,30,100,70,"bad",NA,"Human","Male",NA,NA,0,NA,NA,"Han Solo (Father), Princess Leia (Mother), Luke Skywalker (Uncle)",NA,"George Lucas","https://www.superherodb.com/pictures2/portraits/10/100/10559.jpg",0,NA
"399","399","","Lady Bullseye",NA,63,NA,NA,NA,NA,"bad",NA,NA,"Female",NA,"Black",0,NA,NA,NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1170.jpg",0,"Dark"
"400","400","Yuriko Oyama","Lady Deathstrike",63,28,42,85,48,90,"bad","Osaka, Japan","Cyborg","Female","Brown","Black",175,128,"Ally of Reverend William Stryker, former employee of Sabretooth, formerly Reavers","Kenji Oyama (Lord Dark Wind, father, deceased), two unnamed brothers (deceased)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/810.jpg",68.897675,"Dark"
"401","401","Samuel Sterns","Leader",100,10,12,14,59,42,"bad","Boise, Idaho",NA,"Male","Green","No Hair",178,140,"Leader of Freehold",NA,NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/885.jpg",70.078778,"None"
"402","402","","Leech",25,5,12,14,62,14,"good",NA,NA,"Male",NA,NA,0,NA,"198; formerly Generation X, Daydreamers, Morlocks, X-Factor (trainee)","Annalee (foster mother, deceased)","Survivor, former student","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/834.jpg",0,NA
"403","403","David Haller","Legion",50,100,42,30,100,75,"good","Israel","Mutant","Male","Green / Blue","Black",175,130,"Formerly X-Men, Muir Island X-Men","Charles Graymalkin (paternal collateral ancestor), Marcia Graymalkin (paternal collateral ancestor), Jonas Graymalkin (paternal collateral ancestor), Brian Xavier (paternal grandfather), Sharon Xavier (paternal grandmother), Kurt Marko (paternal step-grandfather), Cain Marko (paternal step-uncle), Cassandra Nova Xavier (paternal aunt), Charles Xavier (father), Gabrielle Haller (mother), Daniel Shomron (stepfather), Xavier Family (paternal relatives), Ruth Aldine (lover/current body)","Adventurer, Student","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10651.jpg",68.897675,"Dark"
"404","404","Leonardo","Leonardo",75,16,50,65,59,80,"good",NA,"Mutant","Male","Blue","No Hair",0,NA,NA,"Donatello (brother), Michelangelo (brother), Raphael (brother)","Ninja","IDW Publishing","https://www.superherodb.com/pictures2/portraits/10/100/10327.jpg",0,"None"
"405","405","Lex Luthor","Lex Luthor",100,53,25,65,68,70,"bad",NA,"Human","Male","Green","No Hair",188,210,"Injustice Gang, Injustice League, Society of Supervillains","Casey and Elaine Griggs (foster parents, deceased),
Lena Luthor (sister pre-Crisis; daughter post-Crisis),
Elizabeth Perske (ex-wife),
Perry J. White Jr. (son, deceased),
Contessa Erica Alexandra del Portenza (wife, assumed deceased)","Owner of LexCorp","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/727.jpg",74.015788,"None"
"406","406","Ayla Ranzz","Light Lass",38,10,35,28,67,42,"good",NA,NA,"Female","Blue","Red",165,120,"Legion of Super-Heroes, formerly the Wanderers","Unnamd parents, Garth Ranzz (Lightning Lad, twin brother); Mekt Ranzz (older brother)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1178.jpg",64.960665,"Red"
"407","407","Garth Ranzz","Lightning Lad",38,10,23,28,60,42,"good",NA,NA,"Male","Blue","Red",155,145,"Legion of Super-Heroes",NA,"Legionnaire","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1177.jpg",61.023655,"Red"
"408","408","Mekt Ranzz","Lightning Lord",44,10,23,42,66,42,"bad",NA,NA,"Male","Blue","Red",191,210,"The Wanderers, former ally of the Legion of Super-Heroes.",NA,NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1179.jpg",75.196891,"Red"
"409","409","","Living Brain",75,53,35,56,31,28,"bad",NA,NA,NA,"Yellow",NA,198,800,NA,NA,"Robot","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1037.jpg",77.952798,NA
"410","410","","Living Tribunal",100,100,100,100,100,30,"neutral",NA,"Cosmic Entity",NA,"Blue","No Hair",0,NA,NA,"One-Above-All (creator)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/10523.jpg",0,"None"
"411","411","Elizabeth Anne Sherman","Liz Sherman",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Female",NA,NA,0,NA,"B.P.R.D.",NA,NA,"Dark Horse Comics","https://www.superherodb.com/pictures2/portraits/10/100/868.jpg",0,NA
"412","412","Curtis Connors","Lizard",50,51,27,70,63,56,"bad","Coral Gables, Florida","Human","Male","Red","No Hair",203,510,NA,"Martha (wife, deceased), Billy (son), unnamed sister","Research biologist","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/11.jpg",79.921303,"None"
"413","413","Lobo","Lobo",94,100,54,100,100,85,"neutral",NA,"Czarnian","Male","Red","Black",229,640,"Formerly LEGION, Young Justice; First Celestial Church of the Triple Fish-God","Slobo (clone)","Assassin, Bounty Hunter, Priest","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1127.jpg",90.157529,"Dark"
"414","414","Loki Laufeyson","Loki",88,63,46,85,100,60,"bad","Jotunheim, Asgard","Asgardian","Male","Green","Black",193,525,"Asgardians, Karnilla, Enchantress, Skurge the Executioner, Cobra, Mister Hyde, Absorbing Man, Igron, Tyr, Lorelei, Hela, Ulik, Frost Giants, Storm Giants (former), Dormammu, ""Acts of Vengeance"" prime movers (Dr. Doom, Magneto, Red Skull, Mandari","Laufey (father, deceased), Farbauti (mother, deceased), Sigyn (wife, deceased), Odin (foster father, deceased), Frigga (foster mother, deceased), Thor, Vidar (foster brothers, deceased), Hela,Fenris (Wolf), Jordmungand (Midgard Serpent) (children, deceased), Arkin (cousin, deceased)","God of evil; former god of mischief and madness","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/928.jpg",75.984293,"Dark"
"415","415","","Longshot",50,10,27,10,71,70,"good",NA,"Human","Male","Blue","Blond",188,80,"X-Factor Investigations; rebel forces on his homeworld; formerly Exiles; X-Men","Arize (creator), Alison Blaire (Dazzler) (wife), Gaveedra Seven (Shatterstar) (alleged son)","freedom fighter, stuntman rebel, adventurer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1531.jpg",74.015788,"Fair"
"416","416","Luke Cage","Luke Cage",50,63,29,95,44,70,"good","Harlem, New York City","Human","Male","Brown","Black",198,425,"Underground Avengers (formerly Daredevil's Unnamed Super-Hero Team), Secret Defenders, Heroes for Hire, Nightwing Restorations, Fantastic Four, Defenders, Bloods","Jessica Jones (wife), James Leonard Lucas (father), Esther (mother, deceased), James Jr. (Coldfire, brother), unnamed daughter","Adventurer, bar owner, bodyguard, mercenary; formerly theater owner, private investigator, various odd jobs","Power Man","https://www.superherodb.com/pictures2/portraits/10/100/269.jpg",77.952798,"Dark"
"417","417","Luke Campbell","Luke Campbell",NA,NA,NA,NA,NA,NA,"bad",NA,NA,"Male",NA,NA,0,NA,NA,"Unnamed father (estranged), Mary Campbell",NA,"NBC - Heroes","https://www.superherodb.com/pictures2/portraits/10/100/1311.jpg",0,NA
"418","418","Luke Skywalker","Luke Skywalker",69,38,42,25,100,100,"good","Tatooine","Human","Male","Blue","Blond",168,170,"Alliance to Restore the Republic, Jedi Order, Alliance of Free Planets, Bright Tree Village, New Republic, New Jedi Order","Darth Vader (father), Princes Leia (Sister), Yoda (Master), Obi-Wan Kenobi (Master)",NA,"George Lucas","https://www.superherodb.com/pictures2/portraits/10/100/10447.jpg",66.141768,"Fair"
"419","419","Luna Maximoff","Luna",38,6,83,14,53,14,"good","Attilan, Blue Area of the Moon","Human","Female",NA,NA,0,NA,NA,"Quicksilver (Pietro Maximoff, father), Magneto (grandfather), Crystal (mother), Scarlet Witch, (aunt), Polaris (aunt)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/933.jpg",0,NA
"420","420","Lyja","Lyja",NA,NA,NA,NA,NA,NA,"good",NA,NA,"Female","Green","Green",0,NA,"Former lover of Paibok, Former ally of the Fantastic Four, Former wife of the Human Torch","Johnny Storm - Human Torch (ex-husband), Susan Storm - Invisible Woman (ex-sister-in-law)","Former Skrull Liason Officer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1017.jpg",0,"Alternative"
"421","421","Abner Jenkins","Mach-IV",75,36,60,84,60,56,"bad","Baltimore, Maryland",NA,"Male","Brown","Brown",180,175,"formerly Thunderbolts, Masters of Evil, Sinister Syndicate, Justin Hammer's Hit Squad, Maggia, Sinister Seven, Commission on Superhuman Activities, Defenders impersonators, Burton Canyon Police Department",NA,"Adventurer; former master mechanic, professional criminal, mercenary","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/370.jpg",70.86618,"Dark"
"422","422","X-51, Aaron Stack","Machine Man",63,32,35,84,51,64,"good","Central City, California",NA,NA,"Red","Black",183,850,"Avengers","Dr. Able Stack, 'father'","Insurance Investigator","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/90.jpg",72.047283,"Dark"
"423","423","Erik Magnus Lensherr","Magneto",88,80,27,84,91,80,"bad","Unrevealed, probably somewhere in Northern Europe","Mutant","Male","Grey","White",188,190,"Currently None, formerly Brotherhood of Evil Mutants I and II, X-Men, teacher of the New Mutants, Lords Cardinal of the Hellfire Club, leader of the Acolytes","Magda (wife, deceased), Anya (daughter, deceased), Pietro Maximoff (Quicksilver, son), Wanda Maximoff (Scarlet Witch, daughter), Lorna Dane (Polaris, daughter), Joseph (clone, deceased), Luna (granddaughter)","Currently Revolutionary and Conqueror, formerly Volunteer Orderly, Secret Agent","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/12.jpg",74.015788,"Fair"
"424","424","David Reid","Magog",50,48,23,64,66,72,"good",NA,NA,"Male","Blue","Blond",0,NA,"formerly Justice Society of America, formerally United States Marine Corps","Franklin Delano Roosevelt (great-grandfather, deceased)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1324.jpg",0,"Fair"
"425","425","","Magus",88,100,70,99,100,74,"bad","Kvch (Technarchy�s home planet)",NA,"Male","Black",NA,183,NA,NA,"Warlock (son, deceased)","Ruler of the Technarchy","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1297.jpg",72.047283,NA
"426","426","","Man of Miracles",100,100,100,100,100,100,NA,NA,"God / Eternal",NA,"Blue","Silver",0,NA,NA,NA,NA,"Image Comics","https://www.superherodb.com/pictures2/portraits/10/100/10889.jpg",0,"Fair"
"427","427","Robert Kirkland Langstrom","Man-Bat",38,18,50,70,33,30,"neutral","Chicago, Illinois","Human","Male","Brown","Brown",0,NA,"Formerly Spirit Squad, The Network","Francine Langstrom (wife), Rebecca Elizabeth Langtrom (daughter); Aaron Langstrom (son); Britt Langstrom (sister); Ted Friedel (brother-in-law)","Zoologist","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/731.jpg",0,"Dark"
"428","428","Dr. Theodore Sallis","Man-Thing",50,32,8,100,100,40,"good",NA,NA,"Male","Red","No Hair",213,500,"Thunderbolts, Legion of Monsters, Daydreamers","Ellen Brandt (ex-wife) Job Burke (son)",NA,"Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/382.jpg",83.858313,"None"
"429","429","John Jameson","Man-Wolf",63,44,35,42,45,70,"good","New York, New York",NA,"Male","Brown","Auburn",188,200,"Ravencroft Insitute Staff, Avengers Support Crew, NASA, USAF","J. Jonah (father), Joan (mother, deceased), Marla Madison (stepmother), David (paternal grandfather, presumed deceased), Betty (paternal grandmother, presumed deceased)","Employed by Dept. of Social Services, Queens; former astronaut, test pilot, security chief for Ravenscroft Institute","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/91.jpg",74.015788,"Red"
"430","430","Khan","Mandarin",100,28,23,28,100,95,"bad","China","Human","Male","Blue","White",188,215,"current CEO of Prometheus Corporation; has employed the Avatars, Living Laser, Power Man, Swordsman, Enchantress, Executioner, Sandman, and Ladykiller.","Unidentified father, mother, paternal aunt (all deceased). Mei-Ling (fianc�e, deceased), Temujin (son), Genghis Khan (alleged ancestor, deceased)","Would-be conqueror; former janitor, businessman and crimelord, government administrator","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1175.jpg",74.015788,"Fair"
"431","431","","Mantis",63,8,33,80,100,80,"good","Vietnam","Human-Kree","Female","Green","Black",168,115,NA,"Libra (Gustav Brandt) (father), Lau Brandt (mother), Cotati possessing Jacques Duquesne (husband), Quoi (son)","Celestial Madonna, former adventuress, former bar-maid/prostitute/exotic dancer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/384.jpg",66.141768,"Dark"
"432","432","J'onn J'onzz","Martian Manhunter",100,95,92,100,100,85,"good",NA,"Martian","Male","Red","No Hair",201,300,"Darkstars, Justice League of Aliens, Justice League Of America, Justice League Task Force, Justice League Unlimited, Martians, Outsiders","M'yrnn J'onzz (father, deceased); Sha'sheen J'onzz (mother, deceased); M'yri'ah (wife, deceased); K'hym (daughter, deceased); Ma'alefa'ak (twin brother); D'all (father-in-law, deceased); J'ahrl J'onzz (ancestor, deceased)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/733.jpg",79.133901,"None"
"433","433","Rachel Anne Summers","Marvel Girl",63,85,47,42,100,80,"good",NA,NA,"Female","Green","Red",170,125,"Starjammers, formerly X-Men, former servant of Elias Bogan, formerly Clan Askani (leader), Excalibur, former servant of Ahab","Scott Summers (Cyclops, alternate timeline father, deceased in own time), Jean Grey-Summers (Phoenix, alternate timeline mother, deceased in own time), Alex Summers (Havok, alternate timeline uncle), Franklin Richards (alternate future husband), Jonathan Reed Richards (Hyperstorm, alternate future son), David Richards (alternate future son)","Adventurer","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/94.jpg",66.92917,"Red"
"434","434","Currently Colin Wood","Master Brood",NA,NA,NA,NA,NA,NA,"good","Perhaps England",NA,"Male","Blue","Black",183,180,"Team Epic","Deceased",NA,"Team Epic TV","https://www.superherodb.com/pictures2/portraits/10/100/958.jpg",72.047283,"Dark"
"435","435","John-117","Master Chief",75,73,35,80,69,100,"good","Elysium City, Eridanus II","Human / Altered","Male","Brown","Brown",213,NA,"United Nations Space Command, Navy",NA,"Master Chief Petty Officer of the Navy","Microsoft","https://www.superherodb.com/pictures2/portraits/10/100/1110.jpg",83.858313,"Dark"
"436","436","Kent Connor","Match",75,95,83,85,100,70,"bad",NA,NA,"Male","Black","Black",0,NA,"Titans East, the Agenda, Project Cadmus","Superman (genetic template via Superboy), Lex Luthor (genetic Template via Superboy), Superboy (genetic template)",NA,"DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1459.jpg",0,"Dark"
"437","437","Matthew Parkman","Matt Parkman",63,10,12,14,59,56,"good",NA,NA,"Male",NA,NA,0,NA,NA,"Maury Parkman (father), Janice Parkman (ex-wife)","NYPD detective","NBC - Heroes","https://www.superherodb.com/pictures2/portraits/10/100/948.jpg",0,NA
"438","438","Christopher Bradley","Maverick",63,10,12,42,60,85,"good",NA,NA,"Male","Blue","Black",193,244,"(As Maverick) Formerly Gene Nation, Cable�s Underground; (as Bolt) formerly New Warriors","Robert Bradley (Frank Johnson, father), Marion Bradley (Rose Johnson, mother), Catherine Bradley (Jennifer Johnson, sister)","Mercenary; former adventurer, student","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/257.jpg",75.984293,"Dark"
"439","439","","Maxima",75,90,35,56,81,75,"bad","Almerac",NA,"Female","Brown","Red",180,160,"Justice League Task Force, Extreme Justice",NA,"Adventurer, Queen of the Almerac Empire","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1168.jpg",70.86618,"Red"
"440","440","Maya Herrera","Maya Herrera",50,10,12,14,60,14,"good","Dominican Republic",NA,"Female",NA,NA,0,NA,NA,"Alejandro (twin brother)",NA,"NBC - Heroes","https://www.superherodb.com/pictures2/portraits/10/100/944.jpg",0,NA
"441","441","Medusalith Amaquelin Boltagon","Medusa",75,34,35,70,37,56,"good","Island of Attilan, Atlantic Ocean","Inhuman","Female","Green","Red",180,130,"Inhumans, Fantastic Four","Kobar, La (maternal grandparents), Azur (maternal aunt), Mander (maternal uncle-by-marriage), Quelin (father), Ambur (mother), Crystal (sister), Black Bolt (husband, second cousin), Ahura (son), Karnak (cousin), Triton (cousin), Psynapse (second cousin), Maximus (brother-in-law, second cousin), Ronan the Accuser (brother-in-law), Quicksilver (ex-brother-in-law), Luna (niece)","Queen, Royal interpreter","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/96.jpg",70.86618,"Red"
"442","442","Tabitha Smith","Meltdown",38,10,12,42,62,64,"good","Roanoke, Virginia",NA,"Female","Blue","Blond",165,120,"Formerly Nextwave, X-Force, Genoshan Mutates, New Mutants, X-Terminators, X-Factor (trainee), Fallen Angels","Martin Louis Smith (father), Mandy Smith (step-mother), Wanda Jo Bialowsky-Smith (step-mother)","Adventurer, former student, thief","Boom-Boom","https://www.superherodb.com/pictures2/portraits/10/100/258.jpg",64.960665,"Fair"
"443","443","","Mephisto",88,85,35,95,100,42,"bad","Hell",NA,"Male","White","Black",198,310,"Hell-lords, Lords of the Splinter Realms; formerly manipulator of the Six-Fingered Hand","Blackheart (son), Mephista (daughter); presumptive relationship to other Hell-lords; quasi-paternal relationship to Mikal Drakonmegas (Hellfire) and Daimon (Hellstorm) and Satana Hellstrom; formerly engaged to unidentified demoness","Lord of a realm of Hell","Marvel Comics","https://www.superherodb.com/pictures2/portraits/10/100/1322.jpg",77.952798,"Dark"
"444","444","Mera","Mera",56,62,79,60,92,80,"good",NA,"Atlantean","Female","Blue","Red",175,160,"Aquaman Family; formerly Red Lantern Corps","Aquaman (husband); Aquababy (son, deceased); A.J. (son); Siren (Hila, twin sister)","Former queen of Atlantis; Former queen of Dimension Aqua","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/1388.jpg",68.897675,"Red"
"445","445","John Corben","Metallo",75,53,23,95,86,64,"bad",NA,"Android","Male","Green","Brown",196,200,"Superman Revenge Squad",NA,"Professional criminal","DC Comics","https://www.superherodb.com/pictures2/portraits/10/100/737.jpg",77.165396,"Dark"
